id,facility_code,mappings,registration_number,facility_name,common_name,physical_address,postal_address,village,ta,contact_person_fullname,contact_person_phone,contact_person_email,district,district_code,facility_type,datum,langitude,latitude,catchment_area,catchment_population,operational_status,ownership,regulatory_status,Other inpatient beds,Motor Vehicle Ambulances,Motor cycles,Bicycles,Motor Bike Ambulances,Vehicles/Cars,Other,Delivery beds,Maternity beds,Total overningt beds,20 watts generators,30 watts generators,40 watts generator,50 watts generator,Laptop,Desktop,Staff houses,Public tap/stand pipe,Generator,Piped into health facility,Piped into facility ground,Tube well/borehole,Tanker truck,No electricity,Solar panels,Wired for electricity,Connected to ESCOM Grid,Near ESCOM Grid,Rainwater harvesting,National Grid,Protected dug well,protected spring,Unprotected dug well,unprotected spring,surface water(Dam/Lake/River/Pond,Other,Incinerator,Placenta pit,Rubbish pit,Toilet,Pit latrine,Staff training in waste management last 2 years,Chamber industrial,Chamber drum,Flat ground,Protected ground,Pit no protection,Protected ground or pit,Covered container,Other protected environment,Other,Non sharp chamber industrial,Non sharp chamber drum,Non sharp flat ground,Non sharp pit protected ground,Non sharp covered pit,Non sharp open pit,Non sharp protected_ground,Non sharp covered container,Non sharp other protected environment,Non sharp other,Airtel,TNM,Access,MTL,Other,GWAN,Skyband,Globe
1097,RU141097,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/bYR9HESsWKd.json"", ""code"": ""bYR9HESsWKd"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""RU0415"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""174"", ""system"": ""DHAMIS""}]",0,Mzokoto Health Centre,Mzokoto,Mzokoto,P.O Box 2,Kuunika,,Joshua Lyson,992235663,jolysonbenedicto1992@gmail.com,Rumphi,RU,Health Centre,,34.03,-10.91,Rural,7838,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
1098,MZ161098,[],MCM/MOH/CH/04,Mzuzu Cental Hospital,Central,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mnthwalo,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Central Hospital,WGS 84,34.00,-11.43,urban,0,Non-functional,Government,Registered,,,1,,,1,,,,,,,,,,75,75,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,TRUE,,,,
1099,MZ161099,[],MCM/MOH/367,Mzuzu Central Prison,Prison,near mzuzu prison,"p.o. box 299,Mzuzu",Kuunika,Kabunduli,george,996077738,enyagondwe@yahoo.com,Mzimba,MZ,Clinic,WGS 84,34.02,-11.46,urban,800,Functional,Government,Registered (Pending Certification),,,1,,,1,,,,,,,,,,,,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,
1100,MZ161100,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/cQ41y2ym2RV.json"", ""code"": ""cQ41y2ym2RV"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MZN0533"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""176"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/18,Mzuzu Health Centre,Mapale,Near Mzuzu Shoprite,"p.o. box 299,Mzuzu",Kuunika,Mtwalo,Jaston Chataika,884624987,chataikajaston@gmail.com,Mzimba,MZ,Health Centre,WGS 84,34.02,-11.46,urban,138186,Functional,Government,Registered,20,,1,,,1,,5,12,15,,,,,,5,5,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
1101,MZ161101,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/sJQF7WPP2Ck.json"", ""code"": ""sJQF7WPP2Ck"", ""system"": ""DHIS2""}]",unknown,Mzuzu Police Clinic,Police,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mtwalo,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Clinic,WGS 84,34.02,-11.46,urban,0,Functional,Government,Registered (Pending Certification),,,1,,,1,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,
1102,MZ161102,[],,Mzuzu Sobo Clinic,Mzuzu Sobo Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mtwalo,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Clinic,WGS 84,34.01,-11.42,urban,0,Non-functional,Private,Registered (Pending Certification),,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,TRUE,,
1103,MZ161103,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/rHtjCrmXd7e.json"", ""code"": ""rHtjCrmXd7e"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MZN0589"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""815"", ""system"": ""DHAMIS""}]",MCM/C/022,Mzuzu University Clinic,Mzuni,near mzuzu police station,"p.o. box 299, Mzuzu",Kuunika,Mtwalo,zakaliya,888381932,enyagondwe@yahoo.com,Mzimba,MZ,Clinic,WGS 84,34.00,-11.42,urban,2700,Functional,Private,Registered,,,1,,,1,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,
1104,CP061104,[],0,Naching'anda,Naching'anda,Kuunika,C/O P.O. Box 95 Chitipa,Kuunika,Mwenemisuku,Twisile Mbale,994621851,twisilembale@gmail.com,Chitipa,CP,Health Post,WGS 84,33.42,-9.68,Rural,1534,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,
1105,CP061105,[],0,Nachipangapanga,Nachipananga off Nthalire road to the west,Nachipangapanga off Nthalire road to west,C/O P.O. Box 95 Chitipa,Kuunika,Mwaulambia,Rabecca Mtambo,884270799,rabeccamtambo@gmail.com,Chitipa,CP,Health Post,WGS 84,33.38,-9.87,Rural,798,Functional,Government,Registered (Pending Certification),,,,1,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,,
1106,ZA231106,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/ncRCRH1homB.json"", ""code"": ""ncRCRH1homB"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""ZA2732"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1155"", ""system"": ""DHAMIS""}]",none,Naisi Health Centre,Chopi,Naisi,"Zomba DHO, P/bag 18, Zomba",Kuunika,malemia,Fred Namalima,881279559,zombadho@gmail.com,Zomba,ZA,Health Centre,WGS 84,35.38,-15.36,Rural,17002,Functional,Government,Registered (Pending Certification),,,1,,,,,,,,,,,,,2,2,,,,,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,,
1107,DZ031107,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/yRUuIksTiLm.json"", ""code"": ""yRUuIksTiLm"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1736"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""354"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/43,Nakalanzi Health Centre,Nakalanzi H/C,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kachindamoto,John Bands,111234567,johnbanda@kuunika.org,Dedza,DZ,Health Centre,WGS 84,34.55,-14.20,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1108,DA021108,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/jcUguNrYDmp.json"", ""code"": ""jcUguNrYDmp"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DA1319"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1310"", ""system"": ""DHAMIS""}]",1307,Nalunga Health Centre,Nalunga,near Nalunga T.centre,"p.o. box 25,Dowa",Kuunika,Chiwere,Meke,999609913,dowahmis@gmail.com,Dowa,DA,Health Centre,WGS 84,34.06,-13.64,Rural,18191,Functional,Government,Registered (Pending Certification),8,,1,1,,,,3,5,5,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
1109,ZA231109,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/bHXisKRaXOR.json"", ""code"": ""bHXisKRaXOR"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""ZA2736"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1380"", ""system"": ""DHAMIS""}]",none,Namadidi Health Centre,Namadidi,Namadidi after Mtiya,"Zomba DHO, P/bag 18, Zomba",Kuunika,mulumbe,John Madi,993744427,zombadho@gmail.com,Zomba,ZA,Health Centre,WGS 84,35.25,-15.41,Rural,19775,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
1110,CZ261110,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/bthDRjgyzgo.json"", ""code"": ""bthDRjgyzgo"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CZ2805"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""177"", ""system"": ""DHAMIS""}]",2805,Namadzi Health Centre,Namadzi,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Nchema,John Bands,111234567,johnbanda@kuunika.org,Chiradzulu,CZ,Health Centre,WGS 84,35.19,-15.55,urban,0,Functional,Government,Registered,15,,1,1,,,,3,10,12,,,,,,9,9,,,,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1111,CZ261111,[],PA/205,Namadzi Private Clinic,Njoka,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Chitera,John Bands,111234567,johnbanda@kuunika.org,Chiradzulu,CZ,Hospital,WGS 84,35.18,-15.55,urban,0,Non-functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE
1112,CZ261112,[],,"Namakhwa, Jomo. Malavi Private",Namakhwa,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Likoswe,John Bands,111234567,johnbanda@kuunika.org,Chiradzulu,CZ,Clinic,WGS 84,35.12,-15.84,urban,0,Non-functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,MH201113,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/JRwvE3EiDuo.json"", ""code"": ""JRwvE3EiDuo"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2522"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""843"", ""system"": ""DHAMIS""}]",MCM/CHAM/HC/09,Namalaka Health Centre,Namalaka,Kuunika,"p.o. box 1234, Kuunika",Kuunika,namavi,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Clinic,WGS 84,35.19,-14.12,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered,18,,,,,,,2,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,
1114,ZA231114,[],,Namalitha,Namalitha,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Zomba,ZA,Dispensary,,35.49,-15.43,urban,0,Functional,Aquaid Lifeline,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,MHG191115,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/ZROS5WSviIN.json"", ""code"": ""ZROS5WSviIN"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MZS0513"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""527"", ""system"": ""DHAMIS""}]",MCM/CHAM/HC/05,Namandanje Health Centre,Mission,TA liwonde,"Box 98, Ntaja",Kuunika,Liwondo,Lonnie Kapalamula,996091554,machingadho@gmail.com,Machinga,MHG,Health Centre,WGS 84,35.48,-14.88,rural,19244,Functional,Christian Health Association of Malawi (CHAM),Registered,,,1,,,1,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,TRUE,
1116,MHG191116,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/XG7w56VzqMn.json"", ""code"": ""XG7w56VzqMn"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MHG2611"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""847"", ""system"": ""DHAMIS""}]",1234,Namanja Health Centre,Namanja,near namanja  trading centre,C/O PO box 44 Liwonde,Kuunika,Chinguza,Joyce Thomson,882969567,machingadho@gmail.com,Machinga,MHG,Health Centre,WGS 84,35.68,-14.97,Rural,38387,Functional,Government,Registered,,,1,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1117,BLK171117,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/spgBSrohYPo.json"", ""code"": ""spgBSrohYPo"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BLK3611"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""658"", ""system"": ""DHAMIS""}]",1234,Namanolo Health Centre,Namanolo,Namanolo,"p.o. box 138, Balaka",Kuunika,Amidu,Patricia Tembo,884606028,ptembo@yahoo.com,Balaka,BLK,Health Centre,WGS 84,35.19,-15.00,Rural,33688,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,1,1,TRUE,TRUE,,,,,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,,,,
1118,MJ211118,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/asiPyqS8rHs.json"", ""code"": ""asiPyqS8rHs"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MJ3215"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""848"", ""system"": ""DHAMIS""}]",1234,Namasalima Health Centre,Namasalima,close to Limbuli TC,"p.o. 227,Mulanje",Kuunika,,Ponderani,882960730,mulanjedho@y.yahoo.com,Mulanje,MJ,Health Centre,,35.35,-15.80,Namasalima,0,Functional,Christian Health Association of Malawi (CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,
1119,ZA231119,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/asiPyqS8rHs.json"", ""code"": ""asiPyqS8rHs"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MJ3215"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""848"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/156,Namasalima Health Centre,Namasalima,Namasalima,"Zomba DHO, P/bag 18, Zomba",Kuunika,kuntumanje,Robert Kampota,884666144,zombadho@gmail.com,Zomba,ZA,Health Centre,WGS 84,35.49,-15.23,Rural,24657,Functional,Government,Registered,8,,,,,,,2,6,,,,,,,,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,
1120,PE221120,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/AyarnjnokWg.json"", ""code"": ""AyarnjnokWg"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""PE3510"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""179"", ""system"": ""DHAMIS""}]",MCM/MA/2604,Nambazo,Nambazo,TA Chiwalo,"P.O Box 79, Phalombe",Kuunika,Chiwalo,Emmanuel Butaoh,882979369,kckondowe14@gmail.com,Phalombe,PE,Health Centre,WGS 84,35.82,-15.56,Rural,40914,Functional,Government,Registered,,,1,,,,,,,,,,,,,6,6,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,
1121,BLK171121,[],1234,Nambira Health Post,Nambira health post,Nambira,"P.O. Box 138, Balaka DHO",Kuunika,kachenga,Evalitso Milazi,888365641,emilazi@gmail.com,Balaka,BLK,Health Post,WGS 84,35.06,-14.80,urban,2891,Functional,Government,Not Registered,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
1122,PE221122,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/FIHIYv39yqU.json"", ""code"": ""FIHIYv39yqU"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""PE3513"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""454"", ""system"": ""DHAMIS""}]",1234,Nambiti,Nambiti,Chiringa,"P.O Box 79, Phalombe",Kuunika,Nazombe,Don Kanjanga,884087409,kckondowe14@gmail.com,Phalombe,PE,Health Post,WGS 84,35.76,-15.80,Rural,16155,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
1123,BT241123,[],0,Namboya Felix,Namboya Felix,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Machinjiri,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Clinic,WGS 84,35.06,-15.81,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,LL041124,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/qlkyWX9EEaw.json"", ""code"": ""qlkyWX9EEaw"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1533"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""853"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/44,Nambuma Health Centre,Nambuma,Kuunika,"p.o. box 42, Nambuma",Kuunika,Kabudula,Perpetual Kadyampakeni,888780676,pkadyampakeni@gmail.com,Lilongwe,LL,Health Centre,WGS 84,33.56,-13.72,rural,11595,Functional,Christian Health Association of Malawi (CHAM),Registered,70,,,1,,,,4,22,66,,,,,,1,1,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,
1125,BLK171125,[],1234,Nandumbo Health Centre,Nandumbo,Nandumbo,"p.o. box 138, Balaka",Kuunika,kalembo,Alfred Chisale,999223033,alfredchisale@gmail.com,Balaka,BLK,Health Centre,WGS 84,35.23,-14.85,Rural,14740,Functional,Government,Registered,15,,,1,,,,2,9,13,,,,,,,,TRUE,TRUE,TRUE,,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1126,ZA231126,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/AWytIG2qdwP.json"", ""code"": ""AWytIG2qdwP"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""ZA2715"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""857"", ""system"": ""DHAMIS""}]",none,Namikango,Namikango,Close to Thondwe Trading centre,P.O.Box 13 Thondwe,Kuunika,Mulumbe,Memory Somanje,993197363,zombadho@gmail.com,Zomba,ZA,Clinic,WGS 84,35.24,-15.48,Rural,6010,Functional,Christian Health Association of Malawi (CHAM),Registered,,,,1,,,,,,,,,,,,2,2,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,TRUE,
1127,BT241127,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/sTjTxJqSCWE.json"", ""code"": ""sTjTxJqSCWE"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2917"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""858"", ""system"": ""DHAMIS""}]",0,Namikoko Health Centre,Namikoko,Malenga Village Opposite Chimvumbe Hill,P/Bag 66 Blanyre 3,Kuunika,Lundu,Precious Kadzinja,884002776,blantyredho@gmail.com,Blantyre,BT,Health Centre,WGS 84,35.07,-15.49,Rural,9997,Functional,Government,Registered,,,1,1,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1128,TO311128,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/VLJsrQrzivg.json"", ""code"": ""VLJsrQrzivg"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""TO3142"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1164"", ""system"": ""DHAMIS""}]",,Naming'omba Health Centre,Namingomba,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Bvumbwe,John Bands,111234567,johnbanda@kuunika.org,Thyolo,TO,Health Centre,WGS 84,35.09,-16.04,urban,0,Non-functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
1129,NU121129,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/zgQjvfvY38A.json"", ""code"": ""zgQjvfvY38A"", ""system"": ""DHIS2""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""862"", ""system"": ""DHAMIS""}]",0,Namisu Dispensary,Namisu,Near Likudzi school,C/O Ntcheu District Hospital P/Bag 5 Ntcheu,Kuunika,Phambala,Non,111234567,non@gmail.com,Ntcheu,NU,Dispensary,WGS 84,34.78,-15.08,Rural,6940,Non-functional,Government,Registered (Pending Certification),,,,1,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
1130,CZ261130,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/TArV024FtcH.json"", ""code"": ""TArV024FtcH"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CZ2806"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""181"", ""system"": ""DHAMIS""}]",2806,Namitambo Health Centre,Namitambo,T/A kadewere,p.o. box 21 Chiradzulu,Kuunika,Kadewere,Mcdonald Kunjirima,992116488,johnbanda@kuunika.org,Chiradzulu,CZ,Health Centre,WGS 84,35.27,-15.84,rural,0,Functional,Government,Registered (Pending Certification),31,,1,1,,,,3,16,28,,,,,,9,9,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
1131,MC011131,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/OAXUYKyVuIz.json"", ""code"": ""OAXUYKyVuIz"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MC1615"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""716"", ""system"": ""DHAMIS""}]",MCM/00/00,Namizana Clinic,Namizana,Namizana Dispensary,Private bag 1 Namitete,Kuunika,Mavwere,Justin Kachala,884359123,justinlkachala@gmail.com,Mchinji,MC,Dispensary,WGS 84,33.25,-14.00,Rural,22017,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
